1, 6737650663, 0.324329, 0.185938
1, 6737665671, 0.339708, 0.216912
0, 6737678719, 0.000000, 0.000000
1, 6737695669, 0.352864, 0.238607
1, 6737710669, 0.366167, 0.260741
1, 6737741752, 0.391658, 0.296684
1, 6737755662, 0.401910, 0.309796
0, 6737768698, 0.000000, 0.000000
1, 6737785664, 0.417668, 0.329979
1, 6737800657, 0.425116, 0.336848
0, 6737813747, 0.000000, 0.000000
1, 6737830666, 0.442925, 0.336031
1, 6737845661, 0.439786, 0.352338
0, 6737858700, 0.000000, 0.000000
1, 6737891736, 0.449575, 0.366977
0, 6737903735, 0.000000, 0.000000
1, 6737920651, 0.451327, 0.372098
1, 6737935658, 0.434134, 0.370842
0, 6737948737, 0.000000, 0.000000
0, 6737965659, 0.000000, 0.000000
1, 6737980677, 0.405161, 0.308836
0, 6737993719, 0.000000, 0.000000
0, 6738010655, 0.000000, 0.000000
0, 6738040059, 0.000000, 0.000000
0, 6738055664, 0.000000, 0.000000
1, 6738070663, 0.362035, 0.115128
0, 6738083983, 0.000000, 0.000000
0, 6738100651, 0.000000, 0.000000
1, 6738115646, 0.307782, 0.042985
0, 6738128974, 0.000000, 0.000000
1, 6738145652, 0.247242, 0.010765
1, 6738160655, 0.303758, -0.025807
1, 6738191734, 0.213926, -0.025851
1, 6738205644, 0.244820, -0.046851
0, 6738219075, 0.000000, 0.000000
1, 6738235649, 0.190503, -0.052434
1, 6738250642, 0.230459, -0.065986
0, 6738264070, 0.000000, 0.000000
1, 6738280648, 0.181668, -0.060667
1, 6738295636, 0.220096, -0.075982
0, 6738309058, 0.000000, 0.000000
1, 6738341723, 0.214119, -0.084909
0, 6738354059, 0.000000, 0.000000
1, 6738370645, 0.170886, -0.066495
1, 6738385743, 0.208501, -0.089714
0, 6738399062, 0.000000, 0.000000
1, 6738415641, 0.160075, -0.081607
1, 6738430637, 0.201773, -0.099192
0, 6738444209, 0.000000, 0.000000
1, 6738460637, 0.153490, -0.088733
0, 6738490141, 0.000000, 0.000000
1, 6738505638, 0.151113, -0.091416
1, 6738520631, 0.195451, -0.103935
0, 6738534052, 0.000000, 0.000000
1, 6738550637, 0.150509, -0.089234
1, 6738565632, 0.194530, -0.105674
0, 6738579049, 0.000000, 0.000000
1, 6738595626, 0.157099, -0.082722
1, 6738610652, 0.241884, 0.034220
0, 6738641715, 0.000000, 0.000000
0, 6738655632, 0.000000, 0.000000
0, 6738668945, 0.000000, 0.000000
0, 6738685625, 0.000000, 0.000000
0, 6738700627, 0.000000, 0.000000
0, 6738713943, 0.000000, 0.000000
1, 6738730626, 0.256325, 0.206944
1, 6738745637, 0.257555, 0.221493
0, 6738758974, 0.000000, 0.000000
1, 6738791729, 0.259035, 0.239541
0, 6738803572, 0.000000, 0.000000
1, 6738820652, 0.234723, 0.164569
1, 6738835667, 0.234888, 0.167409
0, 6738848575, 0.000000, 0.000000
0, 6738865618, 0.000000, 0.000000
1, 6738880626, 0.234520, 0.168662
0, 6738893565, 0.000000, 0.000000
1, 6738910629, 0.232784, 0.162160
0, 6738939718, 0.000000, 0.000000
1, 6738955614, 0.230634, 0.155298
1, 6738970618, 0.229596, 0.153173
0, 6738983631, 0.000000, 0.000000
1, 6739000611, 0.230867, 0.148987
1, 6739015617, 0.227050, 0.149240
0, 6739028628, 0.000000, 0.000000
0, 6739045616, 0.000000, 0.000000
1, 6739060638, 0.223046, 0.136523
0, 6739091706, 0.000000, 0.000000
1, 6739105612, 0.222706, 0.165334
0, 6739118605, 0.000000, 0.000000
1, 6739135622, 0.218517, 0.127557
1, 6739150646, 0.222808, 0.171632
0, 6739163618, 0.000000, 0.000000
1, 6739180610, 0.219284, 0.132286
1, 6739195610, 0.220505, 0.134654
0, 6739208601, 0.000000, 0.000000
1, 6739241682, 0.225871, 0.197227
0, 6739253519, 0.000000, 0.000000
1, 6739270603, 0.232495, 0.250676
1, 6739285613, 0.228242, 0.200845
0, 6739298495, 0.000000, 0.000000
0, 6739315603, 0.000000, 0.000000
1, 6739330605, 0.230830, 0.204198
0, 6739343502, 0.000000, 0.000000
0, 6739360604, 0.000000, 0.000000
0, 6739389583, 0.000000, 0.000000
0, 6739405602, 0.000000, 0.000000
1, 6739420597, 0.226616, 0.171619
0, 6739433487, 0.000000, 0.000000
0, 6739450618, 0.000000, 0.000000
1, 6739465608, 0.227183, 0.174311
0, 6739478485, 0.000000, 0.000000
0, 6739495597, 0.000000, 0.000000
1, 6739510604, 0.228328, 0.177465
0, 6739541677, 0.000000, 0.000000
1, 6739555609, 0.229009, 0.180839
0, 6739568476, 0.000000, 0.000000
0, 6739585612, 0.000000, 0.000000
1, 6739600621, 0.233479, 0.233866
0, 6739613495, 0.000000, 0.000000
1, 6739630604, 0.237824, 0.284710
1, 6739645595, 0.234999, 0.233960
0, 6739658466, 0.000000, 0.000000
1, 6739691698, 0.232507, 0.187834
0, 6739703473, 0.000000, 0.000000
1, 6739720592, 0.243841, 0.277456
1, 6739735598, 0.238437, 0.234544
0, 6739748488, 0.000000, 0.000000
1, 6739765585, 0.246935, 0.275382
1, 6739780595, 0.239293, 0.232610
0, 6739793465, 0.000000, 0.000000
1, 6739810592, 0.247670, 0.273753
0, 6739839559, 0.000000, 0.000000
1, 6739855587, 0.246076, 0.270073
1, 6739870585, 0.238479, 0.229266
0, 6739883469, 0.000000, 0.000000
1, 6739900584, 0.245385, 0.263267
1, 6739915593, 0.238617, 0.224494
0, 6739928478, 0.000000, 0.000000
1, 6739945595, 0.231009, 0.186866
1, 6739960588, 0.237560, 0.219965
1, 6739991670, 0.236949, 0.218465
1, 6740005589, 0.236701, 0.217989
0, 6740018486, 0.000000, 0.000000
1, 6740035584, 0.235863, 0.217614
1, 6740050576, 0.235777, 0.216633
0, 6740063536, 0.000000, 0.000000
1, 6740080585, 0.236082, 0.218184
1, 6740095581, 0.236053, 0.219128
0, 6740108487, 0.000000, 0.000000
1, 6740141676, 0.236244, 0.219652
0, 6740153474, 0.000000, 0.000000
1, 6740170578, 0.228867, 0.188012
1, 6740185586, 0.236875, 0.219836
0, 6740198461, 0.000000, 0.000000
1, 6740215579, 0.236424, 0.219095
1, 6740230587, 0.236144, 0.219225
0, 6740243509, 0.000000, 0.000000
1, 6740260566, 0.235923, 0.219733
0, 6740289552, 0.000000, 0.000000
1, 6740305582, 0.235791, 0.220170
1, 6740320580, 0.235658, 0.219842
0, 6740333469, 0.000000, 0.000000
